gene_id	gene_name	npeaks_ve	npeaks_tx	npeaks_diff	fpkm_24h	fpkm_con	fpkm_diff
ENSG00000261441	AC124068.2	1	0	1	0.34	0.59	0.25
ENSG00000244879	GABPB1-AS1	1	0	1	4.86	11.24	6.38
ENSG00000198146	ZNF770	1	0	1	10.52	10.9	0.380000000000001
ENSG00000092445	TYRO3	1	0	1	19.29	22.49	3.2
ENSG00000259330	INAFM2	1	0	1	6.69	16.57	9.88
ENSG00000233041	PHGR1	1	0	1	3.04	5.07	2.03
ENSG00000261136	AC023908.3	1	0	1	0.51	0.65	0.14
ENSG00000156642	NPTN	1	0	1	25.24	25.46	0.220000000000002
ENSG00000104093	DMXL2	1	0	1	11.18	14.68	3.5
ENSG00000186073	C15orf41	1	0	1	2.31	3.39	1.08
ENSG00000215302	AC127502.1	1	0	1	0.57	1.02	0.45
ENSG00000041357	PSMA4	1	0	1	132.19	157.12	24.93
ENSG00000285805	AC012378.2	1	0	1	1.47	3.34	1.87
ENSG00000260339	HEXA-AS1	1	0	1	0.04	0.07	0.03
ENSG00000166912	MTMR10	1	0	1	2.72	3.18	0.46
ENSG00000169684	CHRNA5	1	0	1	4.61	8.6	3.99
ENSG00000117971	CHRNB4	1	0	1	0.04	0.21	0.17
ENSG00000260266	PPIAP46	1	0	1	0.03	0.2	0.17
ENSG00000168806	LCMT2	1	0	1	3.2	11.8	8.6
ENSG00000069869	NEDD4	1	0	1	1.48	2.6	1.12
ENSG00000228998	AC091167.1	1	0	1	0.11	2.88	2.77
ENSG00000183208	GDPGP1	1	0	1	0.54	3.88	3.34
ENSG00000138587	MNS1	1	0	1	4.22	8.39	4.17
ENSG00000259790	ANP32BP1	1	0	1	0.31	0.47	0.16
ENSG00000166938	DIS3L	1	0	1	13.56	25.67	12.11
ENSG00000229474	PATL2	1	0	1	0.19	0.2	0.01
ENSG00000140265	ZSCAN29	1	0	1	6.76	7.88	1.12
ENSG00000140365	COMMD4	1	0	1	28.15	38.42	10.27
ENSG00000185880	TRIM69	1	0	1	10.93	12	1.07
ENSG00000260274	AC068338.2	1	0	1	0.66	3.12	2.46
ENSG00000259172	AC023024.1	1	0	1	1.83	2.77	0.94
ENSG00000259251	AC104590.1	1	0	1	0.15	0.45	0.3
ENSG00000259370	AC103740.1	1	0	1	0.04	0.41	0.37
ENSG00000169105	CHST14	1	0	1	12.95	18.02	5.07
ENSG00000213578	CPLX3	1	0	1	0.21	0.26	0.05
ENSG00000189419	SPATA41	1	0	1	0.18	0.27	0.09
ENSG00000166133	RPUSD2	1	0	1	7.28	11.83	4.55
ENSG00000122257	RBBP6	1	0	1	9.25	16.66	7.41
ENSG00000261546	AC135782.3	1	0	1	0.05	0.1	0.05
ENSG00000259797	AC020978.1	1	0	1	0.24	0.47	0.23
ENSG00000261061	AC092718.4	1	0	1	11.67	44.13	32.46
ENSG00000259877	AC009113.1	1	0	1	0.91	2.46	1.55
ENSG00000260078	AC007342.3	1	0	1	0.08	0.16	0.08
ENSG00000261804	AC007342.4	1	0	1	1.62	2.49	0.87
ENSG00000166454	ATMIN	1	0	1	18.92	25.33	6.41
ENSG00000285979	AC009090.6	1	0	1	0.32	0.48	0.16
ENSG00000255198	SNHG9	1	0	1	28.89	43.41	14.52
ENSG00000276663	AC009090.3	1	0	1	0.53	0.71	0.18
ENSG00000102931	ARL2BP	1	0	1	20.62	25.09	4.47
ENSG00000261832	AC138894.1	1	0	1	2.37	5.73	3.36
ENSG00000005194	CIAPIN1	1	0	1	19.81	33.88	14.07
ENSG00000261118	AC092123.1	1	0	1	0.25	0.54	0.29
ENSG00000176953	NFATC2IP	1	0	1	23.63	28.53	4.9
ENSG00000184857	TMEM186	1	0	1	3.44	4.41	0.97
ENSG00000140650	PMM2	1	0	1	11.13	13.86	2.73
ENSG00000067955	CBFB	1	0	1	24.47	29.01	4.54
ENSG00000260367	AC109460.1	1	0	1	0.74	0.8	0.0600000000000001
ENSG00000213658	LAT	1	0	1	1.03	1.04	0.01
ENSG00000275734	AC010538.1	1	0	1	0.12	0.14	0.02
ENSG00000118557	PMFBP1	1	0	1	0.05	0.66	0.61
ENSG00000260086	AC007611.1	1	0	1	0.8	0.96	0.16
ENSG00000155393	HEATR3	1	0	1	4.06	6.44	2.38
ENSG00000260908	AC009093.3	1	0	1	0.05	0.1	0.05
ENSG00000271699	SNX29P2	1	0	1	0.09	0.24	0.15
ENSG00000177946	CENPBD1	1	0	1	3.9	6.53	2.63
ENSG00000259972	AC009120.2	1	0	1	8.36	10.37	2.01
ENSG00000214331	AC009053.2	1	0	1	0.44	1.24	0.8
ENSG00000261079	AC009053.3	1	0	1	0.04	0.16	0.12
ENSG00000277559	AC018553.1	1	0	1	0.32	1.33	1.01
ENSG00000166164	BRD7	1	0	1	28.82	31.39	2.57
ENSG00000280278	AC009108.5	1	0	1	0.05	0.28	0.23
ENSG00000223496	EXOSC6	1	0	1	3.27	5.66	2.39
ENSG00000184517	ZFP1	1	0	1	5.14	5.58	0.44
ENSG00000259952	AC009133.2	1	0	1	23.51	44.64	21.13
ENSG00000280789	PAGR1	1	0	1	11.45	23.8	12.35
ENSG00000087253	LPCAT2	1	0	1	1.6	1.64	0.0399999999999998
ENSG00000276131	AC009118.2	1	0	1	1.66	2.57	0.91
ENSG00000130656	HBZ	1	0	1	0.51	0.76	0.25
ENSG00000140990	NDUFB10	1	0	1	292.58	308.26	15.68
ENSG00000232748	AC135050.1	1	0	1	0.43	0.48	0.05
ENSG00000280160	AC135050.7	1	0	1	0.05	0.16	0.11
ENSG00000151006	PRSS53	1	0	1	0.32	0.64	0.32
ENSG00000259804	AC027682.1	1	0	1	0.21	0.42	0.21
ENSG00000102977	ACD	1	0	1	27.15	27.53	0.380000000000003
ENSG00000149923	PPP4C	1	0	1	61.4	71.24	9.84
ENSG00000156968	MPV17L	1	0	1	7.91	11.61	3.7
ENSG00000182108	DEXI	1	0	1	18.97	22.82	3.85
ENSG00000262766	AC135050.5	1	0	1	2.2	2.53	0.33
ENSG00000102904	TSNAXIP1	1	0	1	0.65	0.97	0.32
ENSG00000168286	THAP11	1	0	1	11.23	15.61	4.38
ENSG00000103365	GGA2	1	0	1	23.26	35.39	12.13
ENSG00000261889	AC108134.2	1	0	1	0.39	0.85	0.46
ENSG00000118894	EEF2KMT	1	0	1	10.41	14.49	4.08
ENSG00000235560	AC002310.1	1	0	1	3.72	6.7	2.98
ENSG00000010539	ZNF200	1	0	1	2.15	3.22	1.07
ENSG00000260494	AC002310.3	1	0	1	0.14	0.41	0.27
ENSG00000155592	ZKSCAN2	1	0	1	1.13	1.43	0.3
ENSG00000274925	ZKSCAN2-DT	1	0	1	0.53	0.73	0.2
ENSG00000261239	ANKRD26P1	1	0	1	0.02	0.48	0.46
ENSG00000069329	VPS35	1	0	1	23.36	25.55	2.19
ENSG00000034713	GABARAPL2	1	0	1	22.89	28.84	5.95
ENSG00000270006	AC010531.6	1	0	1	1.54	2.02	0.48
ENSG00000261884	AC040162.1	1	0	1	0.49	1.49	1
ENSG00000103051	COG4	1	0	1	15.72	22.33	6.61
ENSG00000156873	PHKG2	1	0	1	24.08	27.39	3.31
ENSG00000261840	AC093249.6	1	0	1	4.81	5.59	0.78
ENSG00000196502	SULT1A1	1	0	1	8.75	13.85	5.1
ENSG00000182810	DDX28	1	0	1	3.93	8.53	4.6
ENSG00000217555	CKLF	1	0	1	24.29	32.35	8.06
ENSG00000261469	AC020978.4	1	0	1	0.19	0.37	0.18
ENSG00000161981	SNRNP25	1	0	1	21.33	23.92	2.59
ENSG00000180185	FAHD1	1	0	1	11.19	18.52	7.33
ENSG00000244485	RPL18P13	1	0	1	1.77	2.62	0.85
ENSG00000275807	AC145285.6	1	0	1	2.12	2.64	0.52
ENSG00000260121	AC138028.4	1	0	1	3.25	6.32	3.07
ENSG00000246777	AC044802.1	1	0	1	0.03	0.06	0.03
ENSG00000198736	MSRB1	1	0	1	12.71	19.79	7.08
ENSG00000103066	PLA2G15	1	0	1	4.83	5.53	0.7
ENSG00000261720	AC009041.2	1	0	1	0.28	0.36	0.08
ENSG00000103254	ANTKMT	1	0	1	70.55	72.96	2.41
ENSG00000260051	AL031600.1	1	0	1	0.28	0.86	0.58
ENSG00000277142	LINC00235	1	0	1	0.66	1.82	1.16
ENSG00000274751	AC120498.9	1	0	1	0.24	0.25	0.01
ENSG00000262468	LINC01569	1	0	1	7.37	7.94	0.57
ENSG00000213937	CLDN9	1	0	1	0.14	0.22	0.08
ENSG00000103343	ZNF174	1	0	1	5.81	6.82	1.01
ENSG00000275445	AC092119.3	1	0	1	1.02	1.17	0.15
ENSG00000184602	SNN	1	0	1	8.19	10.24	2.05
ENSG00000131797	CLUHP3	1	0	1	5.02	6.25	1.23
ENSG00000238098	ABCA17P	1	0	1	0.73	1.74	1.01
ENSG00000277369	AC010654.1	1	0	1	1.79	2.59	0.8
ENSG00000257122	RRN3P3	1	0	1	0.36	1.39	1.03
ENSG00000230267	HERC2P4	1	0	1	4.82	5.4	0.58
ENSG00000261560	AC007216.3	1	0	1	0.19	0.43	0.24
ENSG00000140848	CPNE2	1	0	1	14.13	15.97	1.84
ENSG00000246465	AC138904.1	1	0	1	1.24	2.48	1.24
ENSG00000277170	AC012676.3	1	0	1	0.63	1.24	0.61
ENSG00000276075	AC027682.6	1	0	1	0.12	0.18	0.06
ENSG00000260735	AC139256.2	1	0	1	1.31	2.01	0.7
ENSG00000261465	AC099518.4	1	0	1	0.32	0.61	0.29
ENSG00000247735	AC120114.1	1	0	1	1.14	2.54	1.4
ENSG00000103037	SETD6	1	0	1	11.69	17.45	5.76
ENSG00000261320	AC009061.1	1	0	1	1.09	1.45	0.36
ENSG00000136450	SRSF1	1	0	1	36.44	66.23	29.79
ENSG00000266086	AC015813.2	1	0	1	0.51	2.23	1.72
ENSG00000108592	FTSJ3	1	0	1	9.25	18.66	9.41
ENSG00000264364	DYNLL2	1	0	1	13.82	20.44	6.62
ENSG00000108344	PSMD3	1	0	1	89.55	99.33	9.78
ENSG00000170315	UBB	1	0	1	768.75	884.23	115.48
ENSG00000161547	SRSF2	1	0	1	148.34	172.18	23.84
ENSG00000277161	PIGW	1	0	1	3.27	14.01	10.74
ENSG00000167863	ATP5PD	1	0	1	117.77	134.64	16.87
ENSG00000136449	MYCBPAP	1	0	1	0.32	0.76	0.44
ENSG00000262877	AC110285.2	1	0	1	1.05	1.65	0.6
ENSG00000136463	TACO1	1	0	1	21.59	24.54	2.95
ENSG00000167920	TMEM99	1	0	1	9.99	17.8	7.81
ENSG00000266402	SNHG25	1	0	1	24.33	40.66	16.33
ENSG00000125445	MRPS7	1	0	1	69.06	71.67	2.61
ENSG00000263843	AC022211.3	1	0	1	0.99	2.82	1.83
ENSG00000131470	PSMC3IP	1	0	1	9.2	18.48	9.28
ENSG00000171345	KRT19	1	0	1	1	2.89	1.89
ENSG00000186847	KRT14	1	0	1	2.21	2.81	0.6
ENSG00000131462	TUBG1	1	0	1	114.89	192.29	77.4
ENSG00000167524	RSKR	1	0	1	1.73	3.51	1.78
ENSG00000264956	AC138761.1	1	0	1	0.82	0.9	0.0800000000000001
ENSG00000276399	AC209154.1	1	0	1	0.41	0.42	0.01
ENSG00000266885	AC132825.4	1	0	1	0.69	2.31	1.62
ENSG00000011143	MKS1	1	0	1	12.2	13.61	1.41
ENSG00000204650	LINC02210	1	0	1	15.14	22.11	6.97
ENSG00000177370	TIMM22	1	0	1	6.19	7.72	1.53
ENSG00000186566	GPATCH8	1	0	1	6.46	6.87	0.41
ENSG00000179593	ALOX15B	1	0	1	0.05	0.25	0.2
ENSG00000089685	BIRC5	1	0	1	58.72	77.01	18.29
ENSG00000127774	EMC6	1	0	1	46.33	62.54	16.21
ENSG00000278834	AC073508.3	1	0	1	3.35	5.4	2.05
ENSG00000129195	PIMREG	1	0	1	26.6	30.55	3.95
ENSG00000187775	DNAH17	1	0	1	0.14	0.28	0.14
ENSG00000278023	RDM1	1	0	1	5.11	5.73	0.62
ENSG00000065559	MAP2K4	1	0	1	7.5	10.83	3.33
ENSG00000265666	RARA-AS1	1	0	1	1.93	2.34	0.41
ENSG00000179277	MEIS3P1	1	0	1	1.39	2.87	1.48
ENSG00000129235	TXNDC17	1	0	1	46.37	51.59	5.22000000000001
ENSG00000108797	CNTNAP1	1	0	1	0.18	0.65	0.47
ENSG00000108387	SEPTIN4	1	0	1	0.77	0.79	0.02
ENSG00000182963	GJC1	1	0	1	0.14	0.56	0.42
ENSG00000166260	COX11	1	0	1	24.83	27.03	2.2
ENSG00000166582	CENPV	1	0	1	0.64	2.65	2.01
ENSG00000182481	KPNA2	1	0	1	110.55	114.76	4.21000000000001
ENSG00000214447	FAM187A	1	0	1	0.11	1	0.89
ENSG00000263731	AC145207.5	1	0	1	0.65	1.05	0.4
ENSG00000248714	AC091180.3	1	0	1	0.16	0.71	0.55
ENSG00000265480	KRT18P55	1	0	1	0.06	0.12	0.06
ENSG00000278535	DHRS11	1	0	1	21.69	24.84	3.15
ENSG00000177602	HASPIN	1	0	1	7.09	8.09	1
ENSG00000167085	PHB	1	0	1	170.27	172.94	2.66999999999999
ENSG00000183684	ALYREF	1	0	1	73.44	85.9	12.46
ENSG00000278619	MRM1	1	0	1	3.33	5.62	2.29
ENSG00000011260	UTP18	1	0	1	12.27	21.71	9.44
ENSG00000262772	LINC01977	1	0	1	0.63	2.46	1.83
ENSG00000108960	MMD	1	0	1	3.84	5.96	2.12
ENSG00000183978	COA3	1	0	1	38.61	47.2	8.59
ENSG00000141179	PCTP	1	0	1	4.98	5.39	0.409999999999999
ENSG00000141543	EIF4A3	1	0	1	36.78	45	8.22
ENSG00000224738	AC099850.2	1	0	1	0.23	0.52	0.29
ENSG00000109079	TNFAIP1	1	0	1	14.12	15.18	1.06
ENSG00000004142	POLDIP2	1	0	1	101.21	105.54	4.33000000000001
ENSG00000262580	AC087741.1	1	0	1	5.31	8.3	2.99
ENSG00000279382	AC018665.1	1	0	1	3.01	3.26	0.25
ENSG00000174327	SLC16A13	1	0	1	0.98	3.84	2.86
ENSG00000121058	COIL	1	0	1	8.54	9.78	1.24
ENSG00000179673	RPRML	1	0	1	1.39	3.33	1.94
ENSG00000263412	AC004477.1	1	0	1	0.37	0.9	0.53
ENSG00000167105	TMEM92	1	0	1	1.38	1.7	0.32
ENSG00000087995	METTL2A	1	0	1	10.95	13.57	2.62
ENSG00000182224	CYB5D1	1	0	1	7.88	14.66	6.78
ENSG00000128482	RNF112	1	0	1	0.03	0.25	0.22
ENSG00000189343	RPS2P46	1	0	1	3.99	5.35	1.36
ENSG00000239704	CDRT4	1	0	1	1.29	2.28	0.99
ENSG00000109111	SUPT6H	1	0	1	32.75	35.52	2.77
ENSG00000167525	PROCA1	1	0	1	1.26	2.39	1.13
ENSG00000221926	TRIM16	1	0	1	13.18	14.39	1.21
ENSG00000182327	GLTPD2	1	0	1	0.7	0.9	0.2
ENSG00000280254	AC233723.2	1	0	1	1.22	2.28	1.06
ENSG00000177302	TOP3A	1	0	1	9.85	16.3	6.45
ENSG00000132522	GPS2	1	0	1	49.71	61.25	11.54
ENSG00000176994	SMCR8	1	0	1	6.91	6.98	0.0700000000000003
ENSG00000141504	SAT2	1	0	1	21.4	23.14	1.74
ENSG00000260325	HSPB9	1	0	1	0.15	0.24	0.09
ENSG00000262664	OVCA2	1	0	1	27.97	31.69	3.72
ENSG00000185245	GP1BA	1	0	1	0.11	0.95	0.84
ENSG00000108528	SLC25A11	1	0	1	100.91	107.66	6.75
ENSG00000248121	SMURF2P1	1	0	1	2.71	3.59	0.88
ENSG00000214719	AC005562.1	1	0	1	4.15	6.23	2.08
ENSG00000167720	SRR	1	0	1	8	18.47	10.47
ENSG00000264577	AC010761.1	1	0	1	4.34	4.47	0.13
ENSG00000176208	ATAD5	1	0	1	2.08	3.31	1.23
ENSG00000172171	TEFM	1	0	1	4.92	8.34	3.42
ENSG00000244184	AC091153.3	1	0	1	2.99	7.66	4.67
ENSG00000213939	AC091153.1	1	0	1	2.92	6.1	3.18
ENSG00000213859	KCTD11	1	0	1	1.88	3.86	1.98
ENSG00000108515	ENO3	1	0	1	8.72	14.99	6.27
ENSG00000187607	ZNF286A	1	0	1	11.44	11.77	0.33
ENSG00000233966	UBE2SP1	1	0	1	1.56	1.69	0.13
ENSG00000132589	FLOT2	1	0	1	80.99	93.2	12.21
ENSG00000266642	AC024267.7	1	0	1	6.19	9.81	3.62
ENSG00000266947	AC022916.2	1	0	1	0.52	1.27	0.75
ENSG00000154957	ZNF18	1	0	1	3.91	4.32	0.41
ENSG00000108861	DUSP3	1	0	1	19.51	23.68	4.17
ENSG00000262227	AC004771.2	1	0	1	1.44	4.24	2.8
ENSG00000141696	P3H4	1	0	1	39.02	40.59	1.57
ENSG00000083290	ULK2	1	0	1	11.44	16.99	5.55
ENSG00000230865	TSEN15P1	1	0	1	0.65	1	0.35
ENSG00000108733	PEX12	1	0	1	6.53	7.99	1.46
ENSG00000234327	AC012146.1	1	0	1	2.57	6.43	3.86
ENSG00000270806	C17orf50	1	0	1	0.19	0.46	0.27
ENSG00000108561	C1QBP	1	0	1	218.59	246.25	27.66
ENSG00000129197	RPAIN	1	0	1	18.96	19.79	0.829999999999998
ENSG00000005100	DHX33	1	0	1	9.24	14.02	4.78
ENSG00000229637	PRAC2	1	0	1	8.76	13.51	4.75
ENSG00000242407	AC091179.1	1	0	1	8.43	9.04	0.609999999999999
ENSG00000108406	DHX40	1	0	1	14.3	18.05	3.75
ENSG00000141698	NT5C3B	1	0	1	75.42	88.97	13.55
ENSG00000273702	AC091271.1	1	0	1	1.79	4.81	3.02
ENSG00000276728	AC142472.1	1	0	1	0.11	1.21	1.1
ENSG00000168517	HEXIM2	1	0	1	4.87	7.67	2.8
ENSG00000253347	AC040934.1	1	0	1	0.19	0.38	0.19
ENSG00000184361	SPATA32	1	0	1	0.05	0.2	0.15
ENSG00000228782	MRPL45P2	1	0	1	1.23	1.89	0.66
ENSG00000262061	AC129507.1	1	0	1	0.12	0.14	0.02
ENSG00000273604	EPOP	1	0	1	4.07	10.03	5.96
ENSG00000159199	ATP5MC1	1	0	1	148.18	189.15	40.97
ENSG00000167874	TMEM88	1	0	1	1.1	3.13	2.03
ENSG00000108576	SLC6A4	1	0	1	0.01	0.03	0.02
ENSG00000076382	SPAG5	1	0	1	60.42	82.54	22.12
ENSG00000172057	ORMDL3	1	0	1	43.76	53.89	10.13
ENSG00000154920	EME1	1	0	1	13.67	24.83	11.16
ENSG00000121067	SPOP	1	0	1	22.54	25.11	2.57
ENSG00000154265	ABCA5	1	0	1	1.52	2.04	0.52
ENSG00000125686	MED1	1	0	1	14.49	19.83	5.34
ENSG00000276293	PIP4K2B	1	0	1	10.24	10.91	0.67
ENSG00000266469	AC005288.1	1	0	1	6.81	10.12	3.31
ENSG00000262539	AC005829.2	1	0	1	0.52	0.84	0.32
ENSG00000087152	ATXN7L3	1	0	1	6.62	10.17	3.55
ENSG00000285668	AC126544.2	1	0	1	0.41	1.31	0.9
ENSG00000214401	KANSL1-AS1	1	0	1	4.83	8.12	3.29
ENSG00000188013	MEIS3P2	1	0	1	0.88	1.55	0.67
ENSG00000267681	AC135721.1	1	0	1	1.5	2.79	1.29
ENSG00000277182	AC006449.5	1	0	1	1.41	2.07	0.66
ENSG00000263986	AC087393.2	1	0	1	18.94	20.88	1.94
ENSG00000167695	TLCD3A	1	0	1	9.97	24.08	14.11
ENSG00000179409	GEMIN4	1	0	1	16.64	29.52	12.88
ENSG00000231784	DBIL5P	1	0	1	1.02	1.64	0.62
ENSG00000267248	AC025048.2	1	0	1	1.11	1.52	0.41
ENSG00000170037	CNTROB	1	0	1	44.84	59.63	14.79
ENSG00000125319	HROB	1	0	1	2.24	3.52	1.28
ENSG00000265843	LINC01029	1	0	1	0.88	3.23	2.35
ENSG00000119537	KDSR	1	0	1	7.85	8.72	0.870000000000001
ENSG00000264247	LINC00909	1	0	1	0.41	3.01	2.6
ENSG00000266441	AP005205.2	1	0	1	0.29	0.69	0.4
ENSG00000274828	AC068473.5	1	0	1	4.07	4.81	0.739999999999999
ENSG00000267270	PARD6G-AS1	1	0	1	0.99	1.16	0.17
ENSG00000141452	RMC1	1	0	1	15.8	21.51	5.71
ENSG00000119541	VPS4B	1	0	1	10.08	12.17	2.09
ENSG00000171885	AQP4	1	0	1	0.06	0.16	0.1
ENSG00000166845	C18orf54	1	0	1	1.46	2.68	1.22
ENSG00000041353	RAB27B	1	0	1	1.2	1.52	0.32
ENSG00000132874	SLC14A2	1	0	1	0.04	0.1	0.06
ENSG00000282965	AP001005.3	1	0	1	1.27	1.29	0.02
ENSG00000268573	AC011815.1	1	0	1	0.29	0.6	0.31
ENSG00000079101	CLUL1	1	0	1	0.68	0.96	0.28
ENSG00000177150	FAM210A	1	0	1	3.82	7.15	3.33
ENSG00000186496	ZNF396	1	0	1	0.8	0.99	0.19
ENSG00000080986	NDC80	1	0	1	12.23	18.34	6.11
ENSG00000152240	HAUS1	1	0	1	19.09	30.88	11.79
ENSG00000134765	DSC1	1	0	1	0.09	0.17	0.08
ENSG00000266729	DSG1-AS1	1	0	1	0.22	2.32	2.1
ENSG00000134265	NAPG	1	0	1	11.65	12.77	1.12
ENSG00000171451	DSEL	1	0	1	0.45	0.91	0.46
ENSG00000278986	AC091060.1	1	0	1	0.22	0.59	0.37
ENSG00000259985	AC017100.1	1	0	1	0.16	0.82	0.66
ENSG00000118276	B4GALT6	1	0	1	0.81	4.29	3.48
ENSG00000265158	LRRC37A7P	1	0	1	0.07	0.49	0.42
ENSG00000256616	AP002414.2	1	0	1	0.03	0.07	0.04
ENSG00000272688	AP005329.3	1	0	1	1.16	1.83	0.67
ENSG00000150636	CCDC102B	1	0	1	0.05	1.12	1.07
ENSG00000181626	ANKRD62	1	0	1	0.09	0.16	0.07
ENSG00000263823	AC009831.1	1	0	1	0.08	0.35	0.27
ENSG00000267226	AC104971.1	1	0	1	1.49	3.83	2.34
ENSG00000141380	SS18	1	0	1	26.25	26.3	0.0500000000000007
ENSG00000141665	FBXO15	1	0	1	0.58	0.89	0.31
ENSG00000263753	LINC00667	1	0	1	16.15	16.45	0.300000000000001
ENSG00000198081	ZBTB14	1	0	1	3.48	5.76	2.28
ENSG00000264575	LINC00526	1	0	1	0.36	1.27	0.91
ENSG00000207357	RNU6-2	1	0	1	5.97	7.85	1.88
ENSG00000076650	GPATCH1	1	0	1	2.29	2.85	0.56
ENSG00000269106	AC012313.7	1	0	1	0.96	0.98	0.02
ENSG00000161243	FBXO27	1	0	1	0.38	0.42	0.04
ENSG00000245848	CEBPA	1	0	1	5.58	7.55	1.97
ENSG00000267296	CEBPA-DT	1	0	1	2.32	3.41	1.09
ENSG00000282851	BISPR	1	0	1	0.4	0.64	0.24
ENSG00000130726	TRIM28	1	0	1	391.57	465.86	74.29
ENSG00000269246	AC011445.2	1	0	1	2.18	3.57	1.39
ENSG00000006712	PAF1	1	0	1	51.76	54.82	3.06
ENSG00000105771	SMG9	1	0	1	9.14	10.31	1.17
ENSG00000167637	ZNF283	1	0	1	0.59	0.67	0.0800000000000001
ENSG00000159882	ZNF230	1	0	1	0.5	0.73	0.23
ENSG00000204920	ZNF155	1	0	1	0.64	1.45	0.81
ENSG00000267680	ZNF224	1	0	1	1.8	1.88	0.0799999999999998
ENSG00000131400	NAPSA	1	0	1	0.03	0.18	0.15
ENSG00000199631	SNORD33	1	0	1	2.08	3.8	1.72
ENSG00000131849	ZNF132	1	0	1	0.46	0.94	0.48
ENSG00000269473	AC012313.8	1	0	1	0.07	0.23	0.16
ENSG00000167748	KLK1	1	0	1	3.85	6.32	2.47
ENSG00000197933	ZNF823	1	0	1	2.48	2.65	0.17
ENSG00000267778	AC004221.1	1	0	1	0.11	0.34	0.23
ENSG00000197044	ZNF441	1	0	1	3.39	3.61	0.22
ENSG00000160472	TMEM190	1	0	1	0.17	0.49	0.32
ENSG00000197497	ZNF665	1	0	1	0.58	0.95	0.37
ENSG00000171295	ZNF440	1	0	1	2.17	2.7	0.53
ENSG00000197928	ZNF677	1	0	1	0.03	0.05	0.02
ENSG00000105497	ZNF175	1	0	1	1.32	2.6	1.28
ENSG00000269388	AC018755.3	1	0	1	3.38	3.63	0.25
ENSG00000213799	ZNF845	1	0	1	1.52	1.75	0.23
ENSG00000257591	ZNF625	1	0	1	0.19	0.49	0.3
ENSG00000223547	ZNF844	1	0	1	0.09	0.18	0.09
ENSG00000198346	ZNF813	1	0	1	0.54	3	2.46
ENSG00000160336	ZNF761	1	0	1	3.07	5.33	2.26
ENSG00000268686	AC010643.1	1	0	1	0.59	1.44	0.85
ENSG00000197813	AC011450.1	1	0	1	0.2	1.54	1.34
ENSG00000232677	LINC00665	1	0	1	52.4	68.67	16.27
ENSG00000267053	AC092296.2	1	0	1	0.3	1.48	1.18
ENSG00000142065	ZFP14	1	0	1	0.44	0.55	0.11
ENSG00000105053	VRK3	1	0	1	28.12	30.33	2.21
ENSG00000268189	AC005785.1	1	0	1	1.6	1.79	0.19
ENSG00000181007	ZFP82	1	0	1	1.33	2.2	0.87
ENSG00000099330	OCEL1	1	0	1	26.41	36.29	9.88
ENSG00000196646	ZNF136	1	0	1	1.03	1.71	0.68
ENSG00000161298	ZNF382	1	0	1	1.4	3.18	1.78
ENSG00000104889	RNASEH2A	1	0	1	18.89	38.17	19.28
ENSG00000278611	ZNF426-DT	1	0	1	2.14	3.05	0.91
ENSG00000188868	ZNF563	1	0	1	0.59	1.37	0.78
ENSG00000196466	ZNF799	1	0	1	0.87	1.76	0.89
ENSG00000180855	ZNF443	1	0	1	0.43	1.35	0.92
ENSG00000176024	ZNF613	1	0	1	3.96	6.51	2.55
ENSG00000269235	ZNF350-AS1	1	0	1	0.17	0.27	0.1
ENSG00000172006	ZNF554	1	0	1	0.34	1.08	0.74
ENSG00000105185	PDCD5	1	0	1	98.2	134.26	36.06
ENSG00000186300	ZNF555	1	0	1	0.02	0.08	0.06
ENSG00000279329	AC020910.6	1	0	1	0.65	1.28	0.63
ENSG00000275055	AC011468.5	1	0	1	0.61	1.2	0.59
ENSG00000166704	ZNF606	1	0	1	0.81	2.66	1.85
ENSG00000089335	ZNF302	1	0	1	2.91	10.2	7.29
ENSG00000197841	ZNF181	1	0	1	1.41	2.99	1.58
ENSG00000268204	AC008763.1	1	0	1	1.48	3.03	1.55
ENSG00000174788	PCP2	1	0	1	1.74	3.01	1.27
ENSG00000279452	AC006277.1	1	0	1	0.29	0.69	0.4
ENSG00000153896	ZNF599	1	0	1	4.3	5.92	1.62
ENSG00000181896	ZNF101	1	0	1	2.86	4.61	1.75
ENSG00000105708	ZNF14	1	0	1	1.97	2.43	0.46
ENSG00000266904	LINC00663	1	0	1	0.61	0.69	0.08
ENSG00000269086	AC008555.2	1	0	1	0.05	0.4	0.35
ENSG00000180884	ZNF792	1	0	1	0.87	1.6	0.73
ENSG00000184635	ZNF93	1	0	1	2.09	3.49	1.4
ENSG00000197124	ZNF682	1	0	1	3.66	6.37	2.71
ENSG00000132004	FBXW9	1	0	1	11.16	14.97	3.81
ENSG00000182318	ZSCAN22	1	0	1	0.99	1.83	0.84
ENSG00000142396	ERVK3-1	1	0	1	27.59	42.06	14.47
ENSG00000198131	ZNF544	1	0	1	6.66	13.17	6.51
ENSG00000268516	AC020915.3	1	0	1	1.22	1.57	0.35
ENSG00000104915	STX10	1	0	1	32.65	33.35	0.700000000000003
ENSG00000198440	ZNF583	1	0	1	0.76	2.22	1.46
ENSG00000105750	ZNF85	1	0	1	2.75	4.97	2.22
ENSG00000225975	LINC01534	1	0	1	3.04	3.83	0.79
ENSG00000220201	ZGLP1	1	0	1	0.37	4.38	4.01
