gene_id	gene_name	npeaks_ve	npeaks_tx	npeaks_diff	fpkm_sh4	fpkm_sh5	fpkm_sicon	fpkm_diff_sh4	fpkm_diff_sh5
ENSG00000184232	OAF	1	0	1	2.34	7.34	9.24	6.9	1.9
ENSG00000278376	AP004609.5	1	0	1	2.68	3.19	3.4	0.72	0.21
ENSG00000254614	AP003068.2	1	0	1	2.78	3.85	4.66	1.88	0.81
ENSG00000188486	H2AX	1	0	1	201.8	142.93	205.37	3.56999999999999	62.44
ENSG00000181264	TLCD5	1	0	1	1.6	1.19	4.35	2.75	3.16
ENSG00000149300	C11orf52	1	0	1	7.54	6.06	8.42	0.88	2.36
ENSG00000175550	DRAP1	1	0	1	93.69	103.4	131.72	38.03	28.32
ENSG00000255121	CCDC84-DT	1	0	1	2.49	7.51	7.65	5.16	0.140000000000001
ENSG00000137700	SLC37A4	1	0	1	23.6	16.65	23.84	0.239999999999998	7.19
ENSG00000246100	LINC00900	1	0	1	0.13	0.09	0.19	0.06	0.1
ENSG00000285533	RELA-DT	1	0	1	2.56	3.77	3.86	1.3	0.0899999999999999
ENSG00000226645	AP006216.1	1	0	1	0.37	0.45	0.69	0.32	0.24
ENSG00000152219	ARL14EP	1	0	1	2.87	4.37	5.99	3.12	1.62
ENSG00000177105	RHOG	1	0	1	18.02	20.29	22.92	4.9	2.63
ENSG00000227376	FTH1P16	1	0	1	0.89	1.2	1.76	0.87	0.56
ENSG00000280010	AP001350.2	1	0	1	0.27	0.17	0.42	0.15	0.25
ENSG00000149428	HYOU1	1	0	1	46.32	99.92	108.75	62.43	8.83
ENSG00000135362	PRR5L	1	0	1	0.07	0.16	0.32	0.25	0.16
ENSG00000213465	ARL2	1	0	1	64.79	72.45	85.4	20.61	12.95
ENSG00000109861	CTSC	1	0	1	23.61	19.21	25.54	1.93	6.33
ENSG00000254815	LMNTD2-AS1	1	0	1	1.22	0.81	1.34	0.12	0.53
ENSG00000149289	ZC3H12C	1	0	1	1.52	1.72	1.85	0.33	0.13
ENSG00000280367	AP002364.1	1	0	1	0.26	0.19	0.29	0.03	0.1
ENSG00000174851	YIF1A	1	0	1	78.06	103.22	104	25.94	0.780000000000001
ENSG00000254682	AP002387.2	1	0	1	2.1	1.68	2.65	0.55	0.97
ENSG00000149100	EIF3M	1	0	1	244.75	168	249.17	4.41999999999999	81.17
ENSG00000171067	C11orf24	1	0	1	17.77	30.78	33.6	15.83	2.82
ENSG00000255062	AP001318.2	1	0	1	3.46	0.94	3.73	0.27	2.79
ENSG00000221968	FADS3	1	0	1	22.13	17.22	23.39	1.26	6.17
ENSG00000162139	NEU3	1	0	1	4.73	4.75	4.82	0.0899999999999999	0.0700000000000003
ENSG00000166337	TAF10	1	0	1	263.61	300.13	341.92	78.31	41.79
ENSG00000006611	USH1C	1	0	1	0.47	0.58	0.69	0.22	0.11
ENSG00000184795	UNC93B5	1	0	1	0.2	0.19	0.34	0.14	0.15
ENSG00000258199	AC073896.4	1	0	1	3.73	5.74	7.19	3.46	1.45
ENSG00000139613	SMARCC2	1	0	1	27.16	26.88	34.74	7.58	7.86
ENSG00000167550	RHEBL1	1	0	1	1.28	0.7	1.29	0.01	0.59
ENSG00000255857	PXN-AS1	1	0	1	3.8	6.07	6.35	2.55	0.279999999999999
ENSG00000188026	RILPL1	1	0	1	9.32	11.8	12.02	2.7	0.219999999999999
ENSG00000166211	SPIC	1	0	1	0.17	0.16	0.24	0.07	0.08
ENSG00000126746	ZNF384	1	0	1	32.86	32.66	33.7	0.840000000000003	1.04000000000001
ENSG00000185344	ATP6V0A2	1	0	1	3.77	4.21	4.27	0.5	0.0599999999999996
ENSG00000123374	CDK2	1	0	1	26.01	40.5	59.68	33.67	19.18
ENSG00000270068	AC125494.3	1	0	1	0.47	0.22	1.51	1.04	1.29
ENSG00000256971	LINC00508	1	0	1	1.94	1.82	3.62	1.68	1.8
ENSG00000278916	CEP83-DT	1	0	1	0.7	0.66	1.01	0.31	0.35
ENSG00000180263	FGD6	1	0	1	0.9	1.18	1.37	0.47	0.19
ENSG00000167528	ZNF641	1	0	1	3.86	3.36	3.89	0.0300000000000002	0.53
ENSG00000277283	AC004812.2	1	0	1	2.64	3.81	3.9	1.26	0.0899999999999999
ENSG00000066117	SMARCD1	1	0	1	12.76	16.27	25.41	12.65	9.14
ENSG00000272368	AC074032.1	1	0	1	0.3	0.58	0.71	0.41	0.13
ENSG00000257167	TMPO-AS1	1	0	1	2.58	2.24	2.74	0.16	0.5
ENSG00000257660	ADCY6-DT	1	0	1	2.45	0.68	2.48	0.0299999999999998	1.8
ENSG00000170545	SMAGP	1	0	1	23.88	15.35	25.51	1.63	10.16
ENSG00000250132	AC004803.1	1	0	1	1.26	1.82	2.58	1.32	0.76
ENSG00000176894	PXMP2	1	0	1	7.85	8.5	8.89	1.04	0.390000000000001
ENSG00000221949	LINC01465	1	0	1	0.89	0.46	1.07	0.18	0.61
ENSG00000258099	ATXN2-AS	1	0	1	1.95	1.62	1.99	0.04	0.37
ENSG00000111540	RAB5B	1	0	1	54.45	43.78	62.92	8.47	19.14
ENSG00000172243	CLEC7A	1	0	1	3.5	2.96	4.38	0.88	1.42
ENSG00000256546	AC156455.1	1	0	1	0.24	0.33	0.72	0.48	0.39
ENSG00000175336	APOF	1	0	1	0.23	0.58	0.69	0.46	0.11
ENSG00000135423	GLS2	1	0	1	12.04	7.19	14.03	1.99	6.84
ENSG00000173451	THAP2	1	0	1	0.72	0.7	1.27	0.55	0.57
ENSG00000135093	USP30	1	0	1	6.33	6.24	8.02	1.69	1.78
ENSG00000240342	RPS2P5	1	0	1	253.16	261.22	272.97	19.81	11.75
ENSG00000250451	HOXC-AS1	1	0	1	1.2	2.61	4.59	3.39	1.98
ENSG00000169884	WNT10B	1	0	1	5.84	5.94	6.05	0.21	0.109999999999999
ENSG00000123353	ORMDL2	1	0	1	40.69	37.58	41.29	0.600000000000001	3.71
ENSG00000257489	AC010203.1	1	0	1	0.71	1.1	2.45	1.74	1.35
ENSG00000229117	RPL41	1	0	1	3664.93	3557.4	4013.33	348.4	455.93
ENSG00000159335	PTMS	1	0	1	210.51	253.46	356.33	145.82	102.87
ENSG00000249790	AC092490.1	1	0	1	0.2	0.05	0.37	0.17	0.32
ENSG00000139178	C1RL	1	0	1	26.91	27.15	29.26	2.35	2.11
ENSG00000111664	GNB3	1	0	1	0.25	0.68	0.95	0.7	0.27
ENSG00000279865	AC006511.4	1	0	1	0.61	0.88	0.92	0.31	0.04
ENSG00000215241	LINC02449	1	0	1	1.41	1.3	2.89	1.48	1.59
ENSG00000111669	TPI1	1	0	1	1114.62	1023.64	1253.6	138.98	229.96
ENSG00000246705	H2AJ	1	0	1	156.14	171.3	188.56	32.42	17.26
ENSG00000226472	AC008013.2	1	0	1	1.14	0.56	3.2	2.06	2.64
ENSG00000256673	AC141557.1	1	0	1	2.74	1.47	2.97	0.23	1.5
ENSG00000256442	AC010186.1	1	0	1	0.59	0.18	1.27	0.68	1.09
ENSG00000139192	TAPBPL	1	0	1	6.31	7.22	11.2	4.89	3.98
ENSG00000139190	VAMP1	1	0	1	6.67	3.01	6.72	0.0499999999999998	3.71
ENSG00000069493	CLEC2D	1	0	1	1.83	2.03	2.27	0.44	0.24
ENSG00000272369	AC008035.1	1	0	1	0.47	0.66	1.32	0.85	0.66
ENSG00000123094	RASSF8	1	0	1	1.98	1.07	2.36	0.38	1.29
ENSG00000017427	IGF1	1	0	1	1.13	1.52	2.03	0.9	0.51
ENSG00000259884	NR4A1AS	1	0	1	14.3	12.68	21.3	7	8.62
ENSG00000123360	PDE1B	1	0	1	0.03	0.03	0.11	0.08	0.08
ENSG00000172551	MUCL1	1	0	1	0.49	0.2	0.9	0.41	0.7
ENSG00000123106	CCDC91	1	0	1	9.96	8.2	9.97	0.00999999999999979	1.77
ENSG00000276900	AC023157.3	1	0	1	0.97	1.26	1.64	0.67	0.38
ENSG00000102554	KLF5	1	0	1	2.56	3.43	4.24	1.68	0.81
ENSG00000274922	AL139384.1	1	0	1	0.25	0.33	0.65	0.4	0.32
ENSG00000235280	MCF2L-AS1	1	0	1	12.52	8.68	12.78	0.26	4.1
ENSG00000179611	DGKZP1	1	0	1	0.61	0.41	0.99	0.38	0.58
ENSG00000232685	LINC00442	1	0	1	0.14	0.09	0.32	0.18	0.23
ENSG00000151846	PABPC3	1	0	1	0.34	0.11	0.41	0.07	0.3
ENSG00000224418	STK24-AS1	1	0	1	0.08	0.72	0.79	0.71	0.0700000000000001
ENSG00000227848	SUCLA2-AS1	1	0	1	0.38	0.35	0.52	0.14	0.17
ENSG00000196199	MPHOSPH8	1	0	1	21.75	23.57	23.91	2.16	0.34
ENSG00000102760	RGCC	1	0	1	1.44	0.83	1.75	0.31	0.92
ENSG00000205861	PCOTH	1	0	1	20.37	17.84	38.98	18.61	21.14
ENSG00000275964	AL355001.2	1	0	1	0.99	1.71	1.85	0.86	0.14
ENSG00000251015	SLC25A30-AS1	1	0	1	0.4	0.79	1.41	1.01	0.62
ENSG00000277020	AL590096.1	1	0	1	0.92	0.87	1.45	0.53	0.58
ENSG00000238286	SLC35E1P1	1	0	1	0.35	0.76	0.86	0.51	0.1
ENSG00000278177	AL354811.1	1	0	1	3.44	1.21	4.83	1.39	3.62
ENSG00000247400	DNAJC3-DT	1	0	1	1.69	2.99	3.24	1.55	0.25
ENSG00000229152	ANKRD10-IT1	1	0	1	1.38	0.94	2.11	0.73	1.17
ENSG00000139793	MBNL2	1	0	1	10.31	7.52	11.21	0.9	3.69
ENSG00000238121	LINC00426	1	0	1	0.25	0.21	0.37	0.12	0.16
ENSG00000258711	AL358334.2	1	0	1	0.02	0.04	0.14	0.12	0.1
ENSG00000270816	LINC00221	1	0	1	0.64	0.42	1.4	0.76	0.98
ENSG00000277209	RPPH1	1	0	1	2.99	5.91	6.48	3.49	0.57
ENSG00000165521	EML5	1	0	1	0.64	0.62	0.86	0.22	0.24
ENSG00000258413	AL158801.2	1	0	1	0.19	0.22	0.67	0.48	0.45
ENSG00000258798	AL133153.2	1	0	1	0.74	0.7	1.73	0.99	1.03
ENSG00000235194	PPP1R3E	1	0	1	4.92	5.49	5.69	0.77	0.2
ENSG00000224861	YBX1P1	1	0	1	1.06	1.9	2.27	1.21	0.37
ENSG00000253692	IGHEP1	1	0	1	1.65	2.11	2.98	1.33	0.87
ENSG00000165821	SALL2	1	0	1	8.45	8.3	8.87	0.42	0.569999999999999
ENSG00000165898	ISCA2	1	0	1	17.5	21.57	22.03	4.53	0.460000000000001
ENSG00000258727	AL135999.1	1	0	1	0.79	1.49	1.7	0.91	0.21
ENSG00000100439	ABHD4	1	0	1	27	23.48	29.45	2.45	5.97
ENSG00000179476	C14orf28	1	0	1	3.91	2.77	4.17	0.26	1.4
ENSG00000155463	OXA1L	1	0	1	49.72	68.09	72.55	22.83	4.45999999999999
ENSG00000258458	AL160314.2	1	0	1	0.86	0.8	0.98	0.12	0.18
ENSG00000100628	ASB2	1	0	1	0.71	0.75	1.04	0.33	0.29
ENSG00000100814	CCNB1IP1	1	0	1	15.12	21.89	22.22	7.1	0.329999999999998
ENSG00000165948	IFI27L1	1	0	1	5.53	4.15	7.45	1.92	3.3
ENSG00000282885	AL627171.4	1	0	1	0.81	1.2	1.47	0.66	0.27
ENSG00000186648	CARMIL3	1	0	1	0.27	0.17	0.29	0.02	0.12
ENSG00000092036	HAUS4	1	0	1	12.69	14.91	16.59	3.9	1.68
ENSG00000100949	RABGGTA	1	0	1	18.17	14.02	18.28	0.109999999999999	4.26
ENSG00000247287	AL359220.1	1	0	1	0.13	0.04	0.42	0.29	0.38
ENSG00000258667	HIF1A-AS3	1	0	1	0.39	0.18	0.54	0.15	0.36
ENSG00000165782	PIP4P1	1	0	1	20.82	16.45	21.46	0.640000000000001	5.01
ENSG00000100823	APEX1	1	0	1	133.76	134.25	156.46	22.7	22.21
ENSG00000100473	COCH	1	0	1	3.82	3.11	5.25	1.43	2.14
ENSG00000213463	SYNJ2BP	1	0	1	8.37	8.38	8.4	0.0300000000000011	0.0199999999999996
ENSG00000260806	AL163051.1	1	0	1	1.49	2.54	2.82	1.33	0.28
ENSG00000258457	AL132780.2	1	0	1	0.35	0.58	0.71	0.36	0.13
ENSG00000172345	STARD5	1	0	1	3.11	3.89	4.18	1.07	0.29
ENSG00000172349	IL16	1	0	1	0.05	0.02	0.08	0.03	0.06
ENSG00000214432	VPS33B-DT	1	0	1	0.52	0.7	0.8	0.28	0.1
ENSG00000188277	C15orf62	1	0	1	1.06	1.03	1.21	0.15	0.18
ENSG00000261377	PDCD6IPP2	1	0	1	0.32	0.25	0.8	0.48	0.55
ENSG00000259709	AC023906.4	1	0	1	0.17	0.11	0.23	0.06	0.12
ENSG00000246877	DNM1P35	1	0	1	0.06	0.03	0.22	0.16	0.19
ENSG00000140474	AC091230.1	1	0	1	24.3	21.59	30.28	5.98	8.69
ENSG00000258384	AC068831.2	1	0	1	0.38	0.36	0.4	0.02	0.04
ENSG00000166831	RBPMS2	1	0	1	14.72	18.51	27.23	12.51	8.72
ENSG00000280118	AC090983.1	1	0	1	0.12	0.02	0.38	0.26	0.36
ENSG00000188659	SAXO2	1	0	1	1.52	0.6	1.54	0.02	0.94
ENSG00000140403	DNAJA4	1	0	1	0.15	0.15	0.21	0.06	0.06
ENSG00000176454	LPCAT4	1	0	1	22.56	23.43	37.76	15.2	14.33
ENSG00000259728	LINC00933	1	0	1	0.04	0.03	0.53	0.49	0.5
ENSG00000225362	CT62	1	0	1	0.29	0.15	0.8	0.51	0.65
ENSG00000233041	PHGR1	1	0	1	17.08	8.68	19.89	2.81	11.21
ENSG00000245975	AC090515.3	1	0	1	0.56	0.46	0.59	0.0299999999999999	0.13
ENSG00000261136	AC023908.3	1	0	1	0.66	0.59	0.97	0.31	0.38
ENSG00000215302	AC127502.1	1	0	1	0.83	0.69	1.48	0.65	0.79
ENSG00000074621	SLC24A1	1	0	1	2.83	4.56	4.65	1.82	0.0900000000000007
ENSG00000285805	AC012378.2	1	0	1	1.23	0.72	1.72	0.49	1
ENSG00000166912	MTMR10	1	0	1	3.82	3.07	4.36	0.54	1.29
ENSG00000169684	CHRNA5	1	0	1	8.49	6.66	9.43	0.94	2.77
ENSG00000138587	MNS1	1	0	1	4.16	3.38	4.63	0.47	1.25
ENSG00000229474	PATL2	1	0	1	0.19	0.28	0.62	0.43	0.34
ENSG00000140365	COMMD4	1	0	1	20.99	29.24	37.11	16.12	7.87
ENSG00000259531	AC022306.1	1	0	1	0.15	0.15	0.19	0.04	0.04
ENSG00000261061	AC092718.4	1	0	1	13.6	15.52	21.6	8	6.08
ENSG00000086506	HBQ1	1	0	1	16.68	15.62	24.88	8.2	9.26
ENSG00000285979	AC009090.6	1	0	1	0.28	0.37	0.52	0.24	0.15
ENSG00000260577	AC126773.4	1	0	1	0.12	0.12	0.16	0.04	0.04
ENSG00000279592	AC010653.2	1	0	1	3.15	3.17	4.22	1.07	1.05
ENSG00000255198	SNHG9	1	0	1	34.85	33.69	35.82	0.969999999999999	2.13
ENSG00000102931	ARL2BP	1	0	1	22.61	14.33	22.98	0.370000000000001	8.65
ENSG00000177455	CD19	1	0	1	0.08	0.04	0.16	0.08	0.12
ENSG00000127554	GFER	1	0	1	25.84	28.83	29.51	3.67	0.680000000000003
ENSG00000260018	AC040169.1	1	0	1	21.21	17.42	26.79	5.58	9.37
ENSG00000140650	PMM2	1	0	1	8.02	6.73	12.7	4.68	5.97
ENSG00000260367	AC109460.1	1	0	1	0.7	0.65	0.97	0.27	0.32
ENSG00000213658	LAT	1	0	1	0.71	0.58	0.95	0.24	0.37
ENSG00000275494	AC133552.5	1	0	1	5.45	8.02	9.23	3.78	1.21
ENSG00000260107	AC005606.1	1	0	1	3.51	1.53	5.53	2.02	4
ENSG00000261286	ATP2C2-AS1	1	0	1	0.51	0.32	0.61	0.1	0.29
ENSG00000261602	AC092115.3	1	0	1	3.49	1.85	3.62	0.13	1.77
ENSG00000141101	NOB1	1	0	1	42.57	49.44	51.7	9.13	2.26000000000001
ENSG00000261079	AC009053.3	1	0	1	0.09	0.08	0.19	0.1	0.11
ENSG00000013364	MVP	1	0	1	1.24	1.07	1.28	0.04	0.21
ENSG00000087253	LPCAT2	1	0	1	1.02	1.22	2.9	1.88	1.68
ENSG00000168589	DYNLRB2	1	0	1	0.27	0.64	0.76	0.49	0.12
ENSG00000102977	ACD	1	0	1	16.69	22.26	29.48	12.79	7.22
ENSG00000103365	GGA2	1	0	1	29.16	31.93	34.76	5.6	2.83
ENSG00000102882	MAPK3	1	0	1	44.75	57.52	71.57	26.82	14.05
ENSG00000274925	ZKSCAN2-DT	1	0	1	0.77	0.62	0.86	0.09	0.24
ENSG00000275441	AC020765.2	1	0	1	3.73	4.06	6.33	2.6	2.27
ENSG00000270006	AC010531.6	1	0	1	1.88	1.26	1.99	0.11	0.73
ENSG00000280211	AC106886.5	1	0	1	0.5	0.32	1.07	0.57	0.75
ENSG00000140688	C16orf58	1	0	1	42.42	31.64	56.66	14.24	25.02
ENSG00000275807	AC145285.6	1	0	1	2.7	1.18	3.4	0.7	2.22
ENSG00000089486	CDIP1	1	0	1	44.24	27.9	66.45	22.21	38.55
ENSG00000262468	LINC01569	1	0	1	7.03	9.55	10.34	3.31	0.789999999999999
ENSG00000103145	HCFC1R1	1	0	1	60.41	60.67	78.82	18.41	18.15
ENSG00000230267	HERC2P4	1	0	1	3.55	4.43	4.72	1.17	0.29
ENSG00000103363	ELOB	1	0	1	218.03	169.73	220.01	1.97999999999999	50.28
ENSG00000247735	AC120114.1	1	0	1	1.81	2.26	2.78	0.97	0.52
ENSG00000260518	BMS1P8	1	0	1	0.35	0.45	1.39	1.04	0.94
ENSG00000202251	AC003688.1	1	0	1	1.48	1.38	2.75	1.27	1.37
ENSG00000136451	VEZF1	1	0	1	18.18	18.28	20.3	2.12	2.02
ENSG00000262833	AC016245.1	1	0	1	0.03	0.03	0.08	0.05	0.05
ENSG00000264364	DYNLL2	1	0	1	13.94	14.24	15.98	2.04	1.74
ENSG00000280351	AC127496.7	1	0	1	0.92	0.91	1.76	0.84	0.85
ENSG00000161547	SRSF2	1	0	1	110.51	110.26	126.62	16.11	16.36
ENSG00000262877	AC110285.2	1	0	1	1.1	1.46	1.74	0.64	0.28
ENSG00000279692	AC110285.6	1	0	1	0.57	1.19	1.3	0.73	0.11
ENSG00000125457	MIF4GD	1	0	1	34.29	32.82	37.98	3.69	5.16
ENSG00000125447	GGA3	1	0	1	9.68	8.28	15.1	5.42	6.82
ENSG00000171345	KRT19	1	0	1	2.55	1.53	3.23	0.68	1.7
ENSG00000186847	KRT14	1	0	1	2.05	1.77	2.9	0.85	1.13
ENSG00000131462	TUBG1	1	0	1	145.06	141.82	155	9.94	13.18
ENSG00000253102	AC004707.2	1	0	1	0.35	0.17	0.49	0.14	0.32
ENSG00000265136	AC124283.4	1	0	1	0.23	0.22	0.65	0.42	0.43
ENSG00000266885	AC132825.4	1	0	1	0.34	1.36	1.58	1.24	0.22
ENSG00000125691	RPL23	1	0	1	876.01	825.83	944.94	68.9300000000001	119.11
ENSG00000177370	TIMM22	1	0	1	7.44	7.38	7.74	0.3	0.36
ENSG00000186566	GPATCH8	1	0	1	6.05	7.89	8.5	2.45	0.61
ENSG00000179593	ALOX15B	1	0	1	0.07	0.1	0.2	0.13	0.1
ENSG00000278834	AC073508.3	1	0	1	5.32	5.55	5.61	0.29	0.0600000000000005
ENSG00000278023	RDM1	1	0	1	6.94	4.89	7.72	0.779999999999999	2.83
ENSG00000179277	MEIS3P1	1	0	1	2.98	2.82	4.11	1.13	1.29
ENSG00000108797	CNTNAP1	1	0	1	0.17	0.5	0.57	0.4	0.07
ENSG00000266717	AC134407.1	1	0	1	0.43	0.54	0.93	0.5	0.39
ENSG00000131095	GFAP	1	0	1	0.04	0.35	0.5	0.46	0.15
ENSG00000166582	CENPV	1	0	1	0.91	1.39	1.4	0.49	0.01
ENSG00000263731	AC145207.5	1	0	1	0.73	0.35	0.97	0.24	0.62
ENSG00000265480	KRT18P55	1	0	1	0.06	0.12	0.18	0.12	0.06
ENSG00000278535	DHRS11	1	0	1	14.69	13.11	20.73	6.04	7.62
ENSG00000183979	NPB	1	0	1	0.19	0.01	0.37	0.18	0.36
ENSG00000238083	LRRC37A2	1	0	1	6.93	7.17	7.31	0.38	0.14
ENSG00000258315	C17orf49	1	0	1	55.44	55.97	64.18	8.74000000000001	8.21000000000001
ENSG00000262772	LINC01977	1	0	1	1.63	1.12	1.82	0.19	0.7
ENSG00000108960	MMD	1	0	1	8.17	6.96	9.64	1.47	2.68
ENSG00000275516	AC100791.3	1	0	1	0.74	0.48	2.17	1.43	1.69
ENSG00000224738	AC099850.2	1	0	1	0.35	0.48	0.59	0.24	0.11
ENSG00000109079	TNFAIP1	1	0	1	18.27	8.02	18.64	0.370000000000001	10.62
ENSG00000262580	AC087741.1	1	0	1	5.76	7.19	9.65	3.89	2.46
ENSG00000274213	AC015912.3	1	0	1	5.05	7.68	8.51	3.46	0.83
ENSG00000179673	RPRML	1	0	1	1.81	2.3	2.95	1.14	0.65
ENSG00000263412	AC004477.1	1	0	1	1.38	0.69	1.4	0.02	0.71
ENSG00000263069	RNF213-AS1	1	0	1	0.62	0.46	0.99	0.37	0.53
ENSG00000182224	CYB5D1	1	0	1	10.24	6.87	11.63	1.39	4.76
ENSG00000073536	NLE1	1	0	1	13.12	13.46	15.66	2.54	2.2
ENSG00000262664	OVCA2	1	0	1	20.01	24.79	25.39	5.38	0.600000000000001
ENSG00000248121	SMURF2P1	1	0	1	3.89	4	4.16	0.27	0.16
ENSG00000263345	AC006435.2	1	0	1	1.01	0.82	1.07	0.0600000000000001	0.25
ENSG00000244184	AC091153.3	1	0	1	2.68	2.84	4.98	2.3	2.14
ENSG00000205544	TMEM256	1	0	1	53.72	63.7	73.59	19.87	9.89
ENSG00000187607	ZNF286A	1	0	1	12.04	12.54	17.39	5.35	4.85
ENSG00000170222	ADPRM	1	0	1	3.1	4.7	4.73	1.63	0.0300000000000002
ENSG00000175826	CTDNEP1	1	0	1	91.82	99.7	105.67	13.85	5.97
ENSG00000132589	FLOT2	1	0	1	113.29	59.42	115.69	2.39999999999999	56.27
ENSG00000266947	AC022916.2	1	0	1	0.98	1.24	1.82	0.84	0.58
ENSG00000234327	AC012146.1	1	0	1	2.55	2.99	3.92	1.37	0.93
ENSG00000180626	ZNF594	1	0	1	0.13	0.02	0.28	0.15	0.26
ENSG00000229637	PRAC2	1	0	1	12.3	6.41	12.39	0.0899999999999999	5.98
ENSG00000242407	AC091179.1	1	0	1	5.08	6.23	8.91	3.83	2.68
ENSG00000161594	KLHL10	1	0	1	0.09	0.04	0.13	0.04	0.09
ENSG00000274211	SOCS7	1	0	1	9.16	10.87	11.57	2.41	0.700000000000001
ENSG00000159199	ATP5MC1	1	0	1	154.73	160.49	172.89	18.16	12.4
ENSG00000167874	TMEM88	1	0	1	2.29	3.11	3.4	1.11	0.29
ENSG00000168591	TMUB2	1	0	1	11.23	7.56	11.96	0.73	4.4
ENSG00000266495	AC011731.1	1	0	1	2.13	1.35	2.37	0.24	1.02
ENSG00000265843	LINC01029	1	0	1	0.83	1.18	2.21	1.38	1.03
ENSG00000267707	AC015961.2	1	0	1	0.18	0.26	0.54	0.36	0.28
ENSG00000266441	AP005205.2	1	0	1	0.54	0.29	1.06	0.52	0.77
ENSG00000172361	CFAP53	1	0	1	0.16	0.1	0.24	0.08	0.14
ENSG00000278330	AC018529.2	1	0	1	0.25	0.17	0.26	0.01	0.09
ENSG00000274828	AC068473.5	1	0	1	1.68	4.12	4.3	2.62	0.18
ENSG00000268573	AC011815.1	1	0	1	0.42	0.37	0.51	0.09	0.14
ENSG00000153391	INO80C	1	0	1	7.81	8.92	12.45	4.64	3.53
ENSG00000152240	HAUS1	1	0	1	23.57	21.83	25.13	1.56	3.3
ENSG00000266729	DSG1-AS1	1	0	1	0.47	0.21	0.6	0.13	0.39
ENSG00000171451	DSEL	1	0	1	0.52	0.62	0.63	0.11	0.01
ENSG00000265158	LRRC37A7P	1	0	1	0.12	0.36	0.48	0.36	0.12
ENSG00000150636	CCDC102B	1	0	1	0.45	0.05	0.84	0.39	0.79
ENSG00000101608	MYL12A	1	0	1	149.1	125.8	153.84	4.74000000000001	28.04
ENSG00000267497	NFE2L3P1	1	0	1	0.06	0.05	0.11	0.05	0.06
ENSG00000255112	CHMP1B	1	0	1	11.83	14.03	16.51	4.68	2.48
ENSG00000141665	FBXO15	1	0	1	0.4	0.7	0.72	0.32	0.02
ENSG00000263753	LINC00667	1	0	1	16.21	15.86	16.38	0.169999999999998	0.52
ENSG00000161243	FBXO27	1	0	1	0.23	0.17	0.47	0.24	0.3
ENSG00000273420	AC008738.7	1	0	1	66.82	42.18	73.64	6.82000000000001	31.46
ENSG00000130724	CHMP2A	1	0	1	137.31	145.4	153.95	16.64	8.54999999999998
ENSG00000269246	AC011445.2	1	0	1	2.27	2.84	3.52	1.25	0.68
ENSG00000104805	NUCB1	1	0	1	34.32	51.84	55.09	20.77	3.25
ENSG00000267105	AC011511.3	1	0	1	2.38	6.59	7.41	5.03	0.82
ENSG00000087088	BAX	1	0	1	21.79	22.51	25.27	3.48	2.76
ENSG00000178531	CTXN1	1	0	1	130.86	110.39	138.74	7.88	28.35
ENSG00000266921	AC006213.1	1	0	1	0.57	0.85	0.88	0.31	0.03
ENSG00000223060	AC024580.1	1	0	1	2.01	1.89	3.74	1.73	1.85
ENSG00000131849	ZNF132	1	0	1	0.64	0.51	1	0.36	0.49
ENSG00000269855	RNF225	1	0	1	1.91	2.26	2.8	0.89	0.54
ENSG00000167748	KLK1	1	0	1	4.43	4.98	8.68	4.25	3.7
ENSG00000108107	RPL28	1	0	1	2721.6	2449.84	3733.13	1011.53	1283.29
ENSG00000160336	ZNF761	1	0	1	4.82	4.77	5.18	0.359999999999999	0.41
ENSG00000197813	AC011450.1	1	0	1	0.61	0.69	1.9	1.29	1.21
ENSG00000232677	LINC00665	1	0	1	42.99	58.22	64.66	21.67	6.44
ENSG00000267053	AC092296.2	1	0	1	1.39	1.63	2.73	1.34	1.1
ENSG00000279407	AC007191.1	1	0	1	0.38	0.28	0.68	0.3	0.4
ENSG00000105053	VRK3	1	0	1	17.57	23.29	28.77	11.2	5.48
ENSG00000279716	AC006128.1	1	0	1	1.96	2.56	2.76	0.8	0.2
ENSG00000099330	OCEL1	1	0	1	34.49	32.58	38.13	3.64	5.55
ENSG00000161298	ZNF382	1	0	1	3.95	2.23	4.29	0.34	2.06
ENSG00000278611	ZNF426-DT	1	0	1	2.27	2.35	5.67	3.4	3.32
ENSG00000268751	SCGB1B2P	1	0	1	1.41	0.33	1.74	0.33	1.41
ENSG00000174788	PCP2	1	0	1	3.47	2.36	5.09	1.62	2.73
ENSG00000186326	RGS9BP	1	0	1	0.93	0.81	1.05	0.12	0.24
ENSG00000278129	ZNF8	1	0	1	1.76	1.57	2.01	0.25	0.44
ENSG00000104870	FCGRT	1	0	1	1.74	0.86	2.99	1.25	2.13
ENSG00000105472	CLEC11A	1	0	1	22.96	18.16	27.34	4.38	9.18
ENSG00000267454	ZNF582-AS1	1	0	1	0.24	0.17	0.44	0.2	0.27
ENSG00000198440	ZNF583	1	0	1	1.16	1.1	1.18	0.02	0.0799999999999998
ENSG00000267598	AC011446.2	1	0	1	4.05	6.23	12.35	8.3	6.12
ENSG00000225975	LINC01534	1	0	1	3.55	2.54	4.4	0.850000000000001	1.86
ENSG00000220201	ZGLP1	1	0	1	1.51	1.58	1.63	0.12	0.0499999999999998
ENSG00000279198	AC008894.3	1	0	1	0.33	0.1	0.5	0.17	0.4
